# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "4" "-p" "-t" "CDS" "-g" "ID" "-a" "results/annotation/E745_Annotation_Final_Polished/E745_Final.gff" "-o" "results/rnaseq/counts/gene_counts.txt" "results/rnaseq/alignment/ERR1797969_Serum.bam" "results/rnaseq/alignment/ERR1797970_Serum.bam" "results/rnaseq/alignment/ERR1797971_Serum.bam" "results/rnaseq/alignment/ERR1797972_BHI.bam" "results/rnaseq/alignment/ERR1797973_BHI.bam" "results/rnaseq/alignment/ERR1797974_BHI.bam" 
Geneid	Chr	Start	End	Strand	Length	results/rnaseq/alignment/ERR1797969_Serum.bam	results/rnaseq/alignment/ERR1797970_Serum.bam	results/rnaseq/alignment/ERR1797971_Serum.bam	results/rnaseq/alignment/ERR1797972_BHI.bam	results/rnaseq/alignment/ERR1797973_BHI.bam	results/rnaseq/alignment/ERR1797974_BHI.bam
MJEHNMBL_01085	E745_Chromosome_SuperHybrid_pilon	1100546	1102309	-	1764	15	14	14	106	126	164
MJEHNMBL_01086	E745_Chromosome_SuperHybrid_pilon	1102530	1103990	-	1461	0	2	0	0	0	0
MJEHNMBL_01087	E745_Chromosome_SuperHybrid_pilon	1104198	1105124	-	927	2	0	1	4	2	0
MJEHNMBL_01088	E745_Chromosome_SuperHybrid_pilon	1105147	1106574	-	1428	4	12	4	2	2	4
MJEHNMBL_01089	E745_Chromosome_SuperHybrid_pilon	1106605	1107819	-	1215	0	0	0	2	0	6
MJEHNMBL_01090	E745_Chromosome_SuperHybrid_pilon	1108203	1109498	+	1296	0	1	4	2	0	4
MJEHNMBL_01091	E745_Chromosome_SuperHybrid_pilon	1109682	1109924	-	243	65	45	37	3	6	13
MJEHNMBL_01092	E745_Chromosome_SuperHybrid_pilon	1109956	1110513	-	558	220	231	260	19	32	44
MJEHNMBL_01093	E745_Chromosome_SuperHybrid_pilon	1110526	1110714	-	189	119	99	101	28	14	14
MJEHNMBL_01094	E745_Chromosome_SuperHybrid_pilon	1110727	1111293	-	567	252	284	257	31	19	38
MJEHNMBL_01095	E745_Chromosome_SuperHybrid_pilon	1111710	1111883	+	174	0	1	0	0	0	0
MJEHNMBL_01096	E745_Chromosome_SuperHybrid_pilon	1112523	1112996	+	474	0	2	0	2	2	14
MJEHNMBL_01097	E745_Chromosome_SuperHybrid_pilon	1113005	1113232	+	228	0	0	1	0	5	2
MJEHNMBL_01098	E745_Chromosome_SuperHybrid_pilon	1113868	1114239	+	372	0	0	0	2	4	6
MJEHNMBL_01099	E745_Chromosome_SuperHybrid_pilon	1114495	1114737	-	243	57	45	72	9	8	4
MJEHNMBL_01100	E745_Chromosome_SuperHybrid_pilon	1114769	1115671	-	903	530	565	551	35	25	72
MJEHNMBL_01101	E745_Chromosome_SuperHybrid_pilon	1115684	1115872	-	189	30	24	16	0	0	1
MJEHNMBL_01102	E745_Chromosome_SuperHybrid_pilon	1115886	1116449	-	564	103	94	79	14	12	16
MJEHNMBL_01103	E745_Chromosome_SuperHybrid_pilon	1116487	1117380	-	894	368	353	343	2	2	2
MJEHNMBL_01104	E745_Chromosome_SuperHybrid_pilon	1117458	1118396	-	939	166	162	111	2	2	0
MJEHNMBL_01105	E745_Chromosome_SuperHybrid_pilon	1118430	1118780	-	351	12	8	6	0	0	0
MJEHNMBL_01106	E745_Chromosome_SuperHybrid_pilon	1118813	1119715	-	903	81	101	94	0	0	0
MJEHNMBL_01107	E745_Chromosome_SuperHybrid_pilon	1119708	1120565	-	858	120	150	134	0	0	2
MJEHNMBL_01108	E745_Chromosome_SuperHybrid_pilon	1120899	1121708	+	810	38	39	36	2	3	0
MJEHNMBL_01109	E745_Chromosome_SuperHybrid_pilon	1121748	1122245	+	498	47	47	54	0	5	2
MJEHNMBL_01111	E745_Chromosome_SuperHybrid_pilon	1122908	1123213	+	306	5	4	2	8	6	2
MJEHNMBL_01112	E745_Chromosome_SuperHybrid_pilon	1123377	1123631	+	255	2	11	12	3	4	17
MJEHNMBL_01113	E745_Chromosome_SuperHybrid_pilon	1123701	1123946	+	246	6	17	11	10	6	13
MJEHNMBL_01114	E745_Chromosome_SuperHybrid_pilon	1124022	1124387	+	366	7	16	9	2	9	10
MJEHNMBL_01115	E745_Chromosome_SuperHybrid_pilon	1124448	1124546	-	99	0	0	0	0	2	0
MJEHNMBL_01116	E745_Chromosome_SuperHybrid_pilon	1125579	1125779	-	201	110	170	193	289	308	841
MJEHNMBL_01117	E745_Chromosome_SuperHybrid_pilon	1126175	1126324	+	150	12	12	6	4	6	8
MJEHNMBL_01118	E745_Chromosome_SuperHybrid_pilon	1126531	1127244	-	714	0	0	0	2	1	0
MJEHNMBL_01119	E745_Chromosome_SuperHybrid_pilon	1127237	1128322	-	1086	0	0	0	0	0	0
MJEHNMBL_01120	E745_Chromosome_SuperHybrid_pilon	1128339	1128782	-	444	2	0	2	0	0	0
MJEHNMBL_01121	E745_Chromosome_SuperHybrid_pilon	1128816	1129238	-	423	0	0	0	2	0	0
MJEHNMBL_01122	E745_Chromosome_SuperHybrid_pilon	1129281	1129682	-	402	0	0	0	0	0	1
MJEHNMBL_01123	E745_Chromosome_SuperHybrid_pilon	1129719	1130228	-	510	0	0	0	0	0	1
MJEHNMBL_01124	E745_Chromosome_SuperHybrid_pilon	1130250	1131107	-	858	0	0	0	0	0	0
MJEHNMBL_01125	E745_Chromosome_SuperHybrid_pilon	1131125	1131958	-	834	0	0	0	0	0	0
MJEHNMBL_01126	E745_Chromosome_SuperHybrid_pilon	1131972	1132769	-	798	0	0	0	0	0	0
MJEHNMBL_01127	E745_Chromosome_SuperHybrid_pilon	1132802	1133074	-	273	0	0	0	0	0	0
MJEHNMBL_01128	E745_Chromosome_SuperHybrid_pilon	1133083	1134084	-	1002	0	0	0	0	0	0
MJEHNMBL_01129	E745_Chromosome_SuperHybrid_pilon	1134086	1134988	-	903	0	0	0	0	0	0
MJEHNMBL_01130	E745_Chromosome_SuperHybrid_pilon	1135152	1136000	+	849	1	2	2	12	8	10
MJEHNMBL_01131	E745_Chromosome_SuperHybrid_pilon	1136646	1136852	+	207	6	12	10	15	10	4
MJEHNMBL_01132	E745_Chromosome_SuperHybrid_pilon	1137054	1138055	-	1002	0	0	4	0	0	4
MJEHNMBL_01133	E745_Chromosome_SuperHybrid_pilon	1138060	1139964	-	1905	2	1	0	0	0	6
MJEHNMBL_01134	E745_Chromosome_SuperHybrid_pilon	1140141	1140647	-	507	2	0	2	4	0	8
MJEHNMBL_01135	E745_Chromosome_SuperHybrid_pilon	1140807	1141247	+	441	0	0	0	0	0	2
MJEHNMBL_01136	E745_Chromosome_SuperHybrid_pilon	1141273	1142430	-	1158	18	30	17	4	13	8
MJEHNMBL_01137	E745_Chromosome_SuperHybrid_pilon	1142433	1142789	-	357	4	0	1	0	2	0
MJEHNMBL_01138	E745_Chromosome_SuperHybrid_pilon	1143087	1144061	-	975	3	6	0	0	2	4
MJEHNMBL_01139	E745_Chromosome_SuperHybrid_pilon	1144257	1145096	-	840	44	58	38	4	2	12
MJEHNMBL_01140	E745_Chromosome_SuperHybrid_pilon	1145281	1146168	+	888	2	4	4	30	32	64
MJEHNMBL_01141	E745_Chromosome_SuperHybrid_pilon	1146762	1147472	-	711	0	4	0	4	2	0
MJEHNMBL_01142	E745_Chromosome_SuperHybrid_pilon	1147441	1147839	-	399	0	0	0	0	0	4
MJEHNMBL_01143	E745_Chromosome_SuperHybrid_pilon	1148248	1149498	+	1251	17	11	12	23	8	28
MJEHNMBL_01144	E745_Chromosome_SuperHybrid_pilon	1149640	1150635	-	996	0	0	0	0	2	0
MJEHNMBL_01145	E745_Chromosome_SuperHybrid_pilon	1150653	1151207	-	555	2	0	0	0	4	0
MJEHNMBL_01146	E745_Chromosome_SuperHybrid_pilon	1151195	1151686	-	492	0	0	0	0	0	0
MJEHNMBL_01147	E745_Chromosome_SuperHybrid_pilon	1151679	1153547	-	1869	2	0	0	0	0	2
MJEHNMBL_01148	E745_Chromosome_SuperHybrid_pilon	1153566	1154366	-	801	0	0	2	0	0	4
MJEHNMBL_01149	E745_Chromosome_SuperHybrid_pilon	1154590	1154805	+	216	176	228	188	10	8	4
MJEHNMBL_01150	E745_Chromosome_SuperHybrid_pilon	1154944	1155429	+	486	7	6	4	12	4	6
MJEHNMBL_01151	E745_Chromosome_SuperHybrid_pilon	1155885	1156298	+	414	49	54	42	4	19	28
MJEHNMBL_01152	E745_Chromosome_SuperHybrid_pilon	1157349	1158527	+	1179	3	12	3	2	8	7
MJEHNMBL_01153	E745_Chromosome_SuperHybrid_pilon	1158683	1159636	-	954	7	18	14	4	2	15
MJEHNMBL_01154	E745_Chromosome_SuperHybrid_pilon	1159693	1160820	+	1128	0	0	0	0	4	4
MJEHNMBL_01155	E745_Chromosome_SuperHybrid_pilon	1160914	1162749	-	1836	78	80	74	158	150	260
MJEHNMBL_01156	E745_Chromosome_SuperHybrid_pilon	1162896	1164116	+	1221	37	50	48	28	37	50
MJEHNMBL_01157	E745_Chromosome_SuperHybrid_pilon	1164136	1164630	+	495	42	19	46	8	18	29
MJEHNMBL_01158	E745_Chromosome_SuperHybrid_pilon	1164623	1165294	+	672	14	14	32	16	7	27
MJEHNMBL_01159	E745_Chromosome_SuperHybrid_pilon	1165445	1168054	-	2610	48	34	43	88	84	90
MJEHNMBL_01160	E745_Chromosome_SuperHybrid_pilon	1168305	1169351	-	1047	10	13	13	23	16	45
MJEHNMBL_01161	E745_Chromosome_SuperHybrid_pilon	1169362	1169634	-	273	2	10	5	12	8	11
MJEHNMBL_01162	E745_Chromosome_SuperHybrid_pilon	1169669	1170577	-	909	18	10	1	45	74	60
MJEHNMBL_01163	E745_Chromosome_SuperHybrid_pilon	1170709	1171941	-	1233	26	28	23	28	12	40
MJEHNMBL_01164	E745_Chromosome_SuperHybrid_pilon	1171956	1173077	-	1122	8	8	4	7	10	22
MJEHNMBL_01165	E745_Chromosome_SuperHybrid_pilon	1173074	1173775	-	702	10	7	6	10	10	14
MJEHNMBL_01166	E745_Chromosome_SuperHybrid_pilon	1173955	1175250	+	1296	0	5	5	8	8	8
MJEHNMBL_01167	E745_Chromosome_SuperHybrid_pilon	1175441	1175881	-	441	111	134	138	42	58	79
MJEHNMBL_01168	E745_Chromosome_SuperHybrid_pilon	1176010	1176936	-	927	156	185	134	88	94	145
MJEHNMBL_01169	E745_Chromosome_SuperHybrid_pilon	1176936	1178309	-	1374	143	137	128	84	99	178
MJEHNMBL_01170	E745_Chromosome_SuperHybrid_pilon	1178332	1178823	-	492	52	67	39	18	20	36
MJEHNMBL_01171	E745_Chromosome_SuperHybrid_pilon	1179135	1179467	-	333	229	231	240	33	48	113
MJEHNMBL_01172	E745_Chromosome_SuperHybrid_pilon	1179519	1180148	-	630	17	14	17	19	16	18
MJEHNMBL_01173	E745_Chromosome_SuperHybrid_pilon	1180112	1180948	-	837	62	70	61	36	46	69
MJEHNMBL_01174	E745_Chromosome_SuperHybrid_pilon	1180993	1183638	-	2646	115	123	87	111	117	166
MJEHNMBL_01175	E745_Chromosome_SuperHybrid_pilon	1183764	1184447	-	684	265	261	245	160	149	203
MJEHNMBL_01176	E745_Chromosome_SuperHybrid_pilon	1184440	1184925	-	486	65	74	77	60	61	88
MJEHNMBL_01177	E745_Chromosome_SuperHybrid_pilon	1185232	1186566	-	1335	108	98	124	277	276	446
MJEHNMBL_01178	E745_Chromosome_SuperHybrid_pilon	1186697	1187458	-	762	21	13	15	45	26	52
MJEHNMBL_01179	E745_Chromosome_SuperHybrid_pilon	1187474	1187956	-	483	18	44	32	44	47	61
MJEHNMBL_01180	E745_Chromosome_SuperHybrid_pilon	1187976	1190156	-	2181	55	49	84	96	90	136
MJEHNMBL_01181	E745_Chromosome_SuperHybrid_pilon	1190300	1191031	-	732	47	46	43	28	26	35
MJEHNMBL_01182	E745_Chromosome_SuperHybrid_pilon	1191100	1192041	-	942	45	40	19	23	30	31
MJEHNMBL_01183	E745_Chromosome_SuperHybrid_pilon	1192145	1192276	-	132	0	0	0	0	0	0
MJEHNMBL_01184	E745_Chromosome_SuperHybrid_pilon	1192221	1192589	-	369	4	4	0	13	12	38
MJEHNMBL_01185	E745_Chromosome_SuperHybrid_pilon	1193200	1194591	-	1392	145	162	129	719	590	1080
MJEHNMBL_01186	E745_Chromosome_SuperHybrid_pilon	1194804	1195190	-	387	8	13	20	39	20	68
MJEHNMBL_01187	E745_Chromosome_SuperHybrid_pilon	1195246	1195869	-	624	23	15	16	23	27	48
MJEHNMBL_01188	E745_Chromosome_SuperHybrid_pilon	1195933	1196601	-	669	12	19	12	33	28	42
MJEHNMBL_01189	E745_Chromosome_SuperHybrid_pilon	1196613	1197053	-	441	12	15	2	13	11	12
MJEHNMBL_01190	E745_Chromosome_SuperHybrid_pilon	1197112	1197783	-	672	10	10	27	17	16	26
MJEHNMBL_01191	E745_Chromosome_SuperHybrid_pilon	1197968	1198366	-	399	0	2	0	0	0	0
MJEHNMBL_01192	E745_Chromosome_SuperHybrid_pilon	1198363	1199136	-	774	0	2	2	2	0	4
MJEHNMBL_01193	E745_Chromosome_SuperHybrid_pilon	1199133	1199816	-	684	2	2	0	0	0	0
MJEHNMBL_01194	E745_Chromosome_SuperHybrid_pilon	1200000	1200869	-	870	0	0	0	0	0	0
MJEHNMBL_01195	E745_Chromosome_SuperHybrid_pilon	1200866	1201735	-	870	0	0	0	3	4	6
MJEHNMBL_01196	E745_Chromosome_SuperHybrid_pilon	1201872	1203158	-	1287	0	2	0	2	3	4
MJEHNMBL_01197	E745_Chromosome_SuperHybrid_pilon	1203431	1204009	+	579	0	2	6	0	0	4
MJEHNMBL_01198	E745_Chromosome_SuperHybrid_pilon	1204009	1204884	+	876	2	2	4	0	2	0
MJEHNMBL_01199	E745_Chromosome_SuperHybrid_pilon	1204936	1206672	+	1737	1	11	3	11	16	13
MJEHNMBL_01200	E745_Chromosome_SuperHybrid_pilon	1206735	1207571	-	837	16	17	28	58	55	77
MJEHNMBL_01201	E745_Chromosome_SuperHybrid_pilon	1207568	1208077	-	510	5	8	6	15	19	26
MJEHNMBL_01202	E745_Chromosome_SuperHybrid_pilon	1208070	1209365	-	1296	23	29	12	107	74	149
MJEHNMBL_01203	E745_Chromosome_SuperHybrid_pilon	1209378	1210469	-	1092	15	22	21	62	73	116
MJEHNMBL_01204	E745_Chromosome_SuperHybrid_pilon	1210486	1211652	-	1167	33	26	24	61	77	98
MJEHNMBL_01205	E745_Chromosome_SuperHybrid_pilon	1211654	1212718	-	1065	16	17	22	46	26	80
MJEHNMBL_01206	E745_Chromosome_SuperHybrid_pilon	1212751	1213773	-	1023	16	12	8	44	36	87
MJEHNMBL_01207	E745_Chromosome_SuperHybrid_pilon	1214432	1215406	-	975	0	0	2	2	4	4
MJEHNMBL_01208	E745_Chromosome_SuperHybrid_pilon	1215387	1217270	-	1884	1	2	0	2	2	1
MJEHNMBL_01209	E745_Chromosome_SuperHybrid_pilon	1217288	1219513	-	2226	0	0	0	2	2	7
MJEHNMBL_01210	E745_Chromosome_SuperHybrid_pilon	1219628	1220662	+	1035	8	12	12	2	4	10
MJEHNMBL_01211	E745_Chromosome_SuperHybrid_pilon	1220729	1221742	-	1014	0	8	16	48	32	37
MJEHNMBL_01212	E745_Chromosome_SuperHybrid_pilon	1222448	1222576	-	129	0	0	0	6	3	7
MJEHNMBL_01213	E745_Chromosome_SuperHybrid_pilon	1222579	1223952	-	1374	15	15	22	110	100	183
MJEHNMBL_01214	E745_Chromosome_SuperHybrid_pilon	1224063	1225118	-	1056	227	281	330	388	322	446
MJEHNMBL_01215	E745_Chromosome_SuperHybrid_pilon	1225128	1226558	-	1431	145	167	146	216	168	247
MJEHNMBL_01216	E745_Chromosome_SuperHybrid_pilon	1226555	1228027	-	1473	70	75	57	127	95	169
MJEHNMBL_01217	E745_Chromosome_SuperHybrid_pilon	1228027	1228332	-	306	20	41	18	59	48	70
MJEHNMBL_01218	E745_Chromosome_SuperHybrid_pilon	1228438	1230474	-	2037	77	89	78	109	87	146
MJEHNMBL_01219	E745_Chromosome_SuperHybrid_pilon	1230491	1232725	-	2235	73	80	73	120	107	174
MJEHNMBL_01220	E745_Chromosome_SuperHybrid_pilon	1232880	1234439	+	1560	22	26	18	50	32	56
MJEHNMBL_01221	E745_Chromosome_SuperHybrid_pilon	1234550	1236481	-	1932	6	5	4	301	339	584
MJEHNMBL_01222	E745_Chromosome_SuperHybrid_pilon	1236499	1237413	-	915	6	4	2	345	452	575
MJEHNMBL_01223	E745_Chromosome_SuperHybrid_pilon	1237410	1238162	-	753	4	4	0	219	253	364
MJEHNMBL_01224	E745_Chromosome_SuperHybrid_pilon	1238322	1238531	-	210	2	8	7	0	0	0
MJEHNMBL_01225	E745_Chromosome_SuperHybrid_pilon	1238542	1239870	-	1329	40	25	18	0	0	0
MJEHNMBL_01226	E745_Chromosome_SuperHybrid_pilon	1240006	1240161	+	156	88	131	99	18	14	36
MJEHNMBL_01227	E745_Chromosome_SuperHybrid_pilon	1240235	1240822	-	588	44	40	47	96	101	125
MJEHNMBL_01228	E745_Chromosome_SuperHybrid_pilon	1240905	1242155	-	1251	411	442	493	464	515	615
MJEHNMBL_01229	E745_Chromosome_SuperHybrid_pilon	1242402	1243691	-	1290	157	184	174	979	881	1520
MJEHNMBL_01230	E745_Chromosome_SuperHybrid_pilon	1243845	1244777	-	933	4	6	4	6	18	30
MJEHNMBL_01231	E745_Chromosome_SuperHybrid_pilon	1244934	1245593	-	660	45	44	50	39	16	35
MJEHNMBL_01232	E745_Chromosome_SuperHybrid_pilon	1245596	1246621	-	1026	90	99	123	68	69	67
MJEHNMBL_01233	E745_Chromosome_SuperHybrid_pilon	1246634	1246924	-	291	20	29	17	12	26	24
MJEHNMBL_01234	E745_Chromosome_SuperHybrid_pilon	1247333	1249138	+	1806	119	147	178	449	390	556
MJEHNMBL_01235	E745_Chromosome_SuperHybrid_pilon	1249210	1250565	-	1356	260	307	285	227	177	308
MJEHNMBL_01236	E745_Chromosome_SuperHybrid_pilon	1250589	1251758	-	1170	275	246	279	180	195	243
MJEHNMBL_01237	E745_Chromosome_SuperHybrid_pilon	1251755	1252642	-	888	124	123	89	79	58	86
MJEHNMBL_01238	E745_Chromosome_SuperHybrid_pilon	1252831	1256523	-	3693	86	108	80	136	105	202
MJEHNMBL_01239	E745_Chromosome_SuperHybrid_pilon	1256722	1257243	+	522	50	54	44	32	20	34
MJEHNMBL_01240	E745_Chromosome_SuperHybrid_pilon	1257942	1258499	-	558	0	2	4	0	0	0
MJEHNMBL_01241	E745_Chromosome_SuperHybrid_pilon	1258678	1259265	-	588	2	7	0	0	0	2
MJEHNMBL_01242	E745_Chromosome_SuperHybrid_pilon	1259402	1259659	-	258	5	1	4	2	0	0
MJEHNMBL_01243	E745_Chromosome_SuperHybrid_pilon	1260568	1260819	-	252	2	4	2	4	4	0
MJEHNMBL_01244	E745_Chromosome_SuperHybrid_pilon	1261392	1262345	+	954	11	18	14	8	2	11
MJEHNMBL_01245	E745_Chromosome_SuperHybrid_pilon	1262342	1262923	-	582	8	8	12	2	6	9
MJEHNMBL_01246	E745_Chromosome_SuperHybrid_pilon	1263110	1263736	-	627	0	1	0	2	0	5
MJEHNMBL_01247	E745_Chromosome_SuperHybrid_pilon	1263751	1263951	-	201	0	0	0	4	0	2
MJEHNMBL_01248	E745_Chromosome_SuperHybrid_pilon	1264303	1265238	-	936	44	48	69	50	56	100
MJEHNMBL_01249	E745_Chromosome_SuperHybrid_pilon	1265272	1266270	-	999	119	90	108	96	109	172
MJEHNMBL_01250	E745_Chromosome_SuperHybrid_pilon	1266267	1267151	-	885	85	74	67	81	60	75
MJEHNMBL_01251	E745_Chromosome_SuperHybrid_pilon	1267286	1268017	-	732	71	88	44	183	202	322
MJEHNMBL_01252	E745_Chromosome_SuperHybrid_pilon	1268021	1269286	-	1266	50	71	69	195	201	355
MJEHNMBL_01253	E745_Chromosome_SuperHybrid_pilon	1269549	1272365	-	2817	125	132	146	104	91	137
MJEHNMBL_01254	E745_Chromosome_SuperHybrid_pilon	1272375	1274369	-	1995	74	65	97	52	57	98
MJEHNMBL_01255	E745_Chromosome_SuperHybrid_pilon	1274628	1276130	+	1503	255	269	251	591	575	970
MJEHNMBL_01256	E745_Chromosome_SuperHybrid_pilon	1276132	1276869	+	738	163	213	191	401	379	693
MJEHNMBL_01257	E745_Chromosome_SuperHybrid_pilon	1277810	1278976	-	1167	43	50	30	175	125	208
MJEHNMBL_01258	E745_Chromosome_SuperHybrid_pilon	1279127	1280956	-	1830	250	288	271	761	845	1210
MJEHNMBL_01259	E745_Chromosome_SuperHybrid_pilon	1281007	1281570	-	564	26	50	28	182	141	244
MJEHNMBL_01260	E745_Chromosome_SuperHybrid_pilon	1281664	1282707	-	1044	23	30	24	137	168	224
MJEHNMBL_01261	E745_Chromosome_SuperHybrid_pilon	1282941	1284107	-	1167	8	21	14	31	13	22
MJEHNMBL_01262	E745_Chromosome_SuperHybrid_pilon	1284123	1284350	-	228	2	2	2	4	1	6
MJEHNMBL_01263	E745_Chromosome_SuperHybrid_pilon	1284834	1285424	+	591	53	33	44	3	6	10
MJEHNMBL_01264	E745_Chromosome_SuperHybrid_pilon	1285614	1286327	+	714	8	22	14	10	13	24
MJEHNMBL_01265	E745_Chromosome_SuperHybrid_pilon	1286442	1287452	-	1011	2	5	6	4	8	12
MJEHNMBL_01266	E745_Chromosome_SuperHybrid_pilon	1287489	1287971	-	483	4	0	0	0	4	0
MJEHNMBL_01267	E745_Chromosome_SuperHybrid_pilon	1288121	1288489	+	369	2	6	4	0	2	2
MJEHNMBL_01268	E745_Chromosome_SuperHybrid_pilon	1288954	1289406	+	453	13	14	6	2	2	4
MJEHNMBL_01269	E745_Chromosome_SuperHybrid_pilon	1289530	1290381	-	852	85	110	98	10	15	26
MJEHNMBL_01270	E745_Chromosome_SuperHybrid_pilon	1290394	1291179	-	786	112	119	130	26	14	33
MJEHNMBL_01271	E745_Chromosome_SuperHybrid_pilon	1291531	1292472	-	942	4	10	10	34	24	48
MJEHNMBL_01272	E745_Chromosome_SuperHybrid_pilon	1292476	1293399	-	924	6	4	6	14	14	23
MJEHNMBL_01273	E745_Chromosome_SuperHybrid_pilon	1293767	1294651	-	885	32	31	48	10	8	5
MJEHNMBL_01274	E745_Chromosome_SuperHybrid_pilon	1294645	1295634	-	990	78	75	72	10	11	33
MJEHNMBL_01275	E745_Chromosome_SuperHybrid_pilon	1295661	1296128	-	468	24	23	21	4	4	6
MJEHNMBL_01276	E745_Chromosome_SuperHybrid_pilon	1296906	1297253	-	348	95	109	111	145	156	166
MJEHNMBL_01277	E745_Chromosome_SuperHybrid_pilon	1297280	1299586	-	2307	176	212	265	497	427	717
MJEHNMBL_01278	E745_Chromosome_SuperHybrid_pilon	1299599	1299910	-	312	32	26	38	105	98	169
MJEHNMBL_01279	E745_Chromosome_SuperHybrid_pilon	1299907	1300200	-	294	28	24	27	81	51	93
MJEHNMBL_01280	E745_Chromosome_SuperHybrid_pilon	1300222	1301397	-	1176	81	61	100	308	374	478
MJEHNMBL_01281	E745_Chromosome_SuperHybrid_pilon	1301420	1301893	-	474	18	21	30	118	123	223
MJEHNMBL_01282	E745_Chromosome_SuperHybrid_pilon	1302038	1306396	-	4359	138	191	134	237	242	367
MJEHNMBL_01283	E745_Chromosome_SuperHybrid_pilon	1306608	1308317	-	1710	156	190	196	319	309	401
MJEHNMBL_01284	E745_Chromosome_SuperHybrid_pilon	1308385	1309653	-	1269	54	72	50	121	125	188
MJEHNMBL_01285	E745_Chromosome_SuperHybrid_pilon	1309814	1310614	-	801	14	18	10	21	28	38
MJEHNMBL_01286	E745_Chromosome_SuperHybrid_pilon	1310611	1311423	-	813	18	23	20	80	75	88
MJEHNMBL_01287	E745_Chromosome_SuperHybrid_pilon	1311618	1312175	-	558	56	89	58	101	79	131
MJEHNMBL_01288	E745_Chromosome_SuperHybrid_pilon	1312178	1312900	-	723	53	40	50	171	149	206
MJEHNMBL_01289	E745_Chromosome_SuperHybrid_pilon	1313036	1313917	-	882	265	260	248	1339	1147	1874
MJEHNMBL_01290	E745_Chromosome_SuperHybrid_pilon	1314016	1314798	-	783	144	140	109	1043	1173	1600
MJEHNMBL_01291	E745_Chromosome_SuperHybrid_pilon	1315157	1315636	+	480	24	26	34	54	30	96
MJEHNMBL_01292	E745_Chromosome_SuperHybrid_pilon	1315853	1316944	+	1092	0	0	0	6	0	6
MJEHNMBL_01293	E745_Chromosome_SuperHybrid_pilon	1316937	1317065	+	129	0	0	0	0	0	0
MJEHNMBL_01294	E745_Chromosome_SuperHybrid_pilon	1317069	1317614	+	546	0	0	0	2	0	4
MJEHNMBL_01295	E745_Chromosome_SuperHybrid_pilon	1318068	1319759	-	1692	1957	2269	2181	335	333	392
MJEHNMBL_01296	E745_Chromosome_SuperHybrid_pilon	1320179	1321126	-	948	2	8	4	21	22	28
MJEHNMBL_01297	E745_Chromosome_SuperHybrid_pilon	1321241	1322260	-	1020	20	22	22	129	116	96
MJEHNMBL_01298	E745_Chromosome_SuperHybrid_pilon	1322351	1323580	-	1230	77	83	96	152	187	239
MJEHNMBL_01299	E745_Chromosome_SuperHybrid_pilon	1324041	1324742	+	702	2	10	4	6	16	40
MJEHNMBL_01300	E745_Chromosome_SuperHybrid_pilon	1325351	1326367	-	1017	28	27	28	99	87	150
MJEHNMBL_01301	E745_Chromosome_SuperHybrid_pilon	1326364	1326828	-	465	6	8	10	69	51	45
MJEHNMBL_01302	E745_Chromosome_SuperHybrid_pilon	1326835	1327377	-	543	8	2	1	16	18	24
MJEHNMBL_01303	E745_Chromosome_SuperHybrid_pilon	1327361	1328185	-	825	2	6	6	23	36	42
MJEHNMBL_01304	E745_Chromosome_SuperHybrid_pilon	1328274	1329254	-	981	31	20	31	43	49	62
MJEHNMBL_01305	E745_Chromosome_SuperHybrid_pilon	1329278	1330762	-	1485	119	113	112	156	156	201
MJEHNMBL_01306	E745_Chromosome_SuperHybrid_pilon	1330774	1331763	-	990	98	102	86	112	119	184
MJEHNMBL_01307	E745_Chromosome_SuperHybrid_pilon	1332011	1332178	+	168	98	121	79	28	20	48
MJEHNMBL_01308	E745_Chromosome_SuperHybrid_pilon	1332240	1334051	-	1812	42	20	41	16	6	21
MJEHNMBL_01309	E745_Chromosome_SuperHybrid_pilon	1334048	1334413	-	366	4	8	8	0	0	6
MJEHNMBL_01310	E745_Chromosome_SuperHybrid_pilon	1334576	1334971	-	396	20	22	15	29	18	53
MJEHNMBL_01311	E745_Chromosome_SuperHybrid_pilon	1334989	1335951	-	963	38	45	34	175	108	228
MJEHNMBL_01312	E745_Chromosome_SuperHybrid_pilon	1335951	1336163	-	213	5	9	7	37	40	51
MJEHNMBL_01313	E745_Chromosome_SuperHybrid_pilon	1336184	1336882	-	699	4	10	2	18	16	31
MJEHNMBL_01314	E745_Chromosome_SuperHybrid_pilon	1336902	1337444	-	543	12	4	8	20	22	30
MJEHNMBL_01315	E745_Chromosome_SuperHybrid_pilon	1337576	1338580	-	1005	2	2	3	6	4	10
MJEHNMBL_01316	E745_Chromosome_SuperHybrid_pilon	1338577	1339566	-	990	6	3	7	2	4	2
MJEHNMBL_01317	E745_Chromosome_SuperHybrid_pilon	1339563	1340369	-	807	5	11	10	2	10	10
MJEHNMBL_01318	E745_Chromosome_SuperHybrid_pilon	1340535	1341491	+	957	118	131	148	8	11	12
MJEHNMBL_01319	E745_Chromosome_SuperHybrid_pilon	1341568	1342086	-	519	6	4	2	46	38	91
MJEHNMBL_01320	E745_Chromosome_SuperHybrid_pilon	1342174	1342323	-	150	5	6	6	44	47	88
MJEHNMBL_01321	E745_Chromosome_SuperHybrid_pilon	1342551	1342997	+	447	47	48	50	12	0	8
